Region,EN.ATM.PM25.MC.ZS,EN.POP.DNST,IS.AIR.PSGR,NE.TRD.GNFS.ZS,NY.GDP.PCAP.PP.CD,SH.DTH.COMM.ZS,SH.DTH.NCOM.ZS,SH.DYN.NCOM.ZS,SH.STA.BASS.ZS,SH.TBS.CURE.ZS,SH.TBS.DTEC.ZS,SH.TBS.INCD,SH.XPD.CHEX.PP.CD,SH.XPD.OOPC.CH.ZS,SL.TLF.CACT.ZS,SM.POP.TOTL,SP.DYN.AMRT.FE,SP.DYN.AMRT.MA,SP.DYN.CDRT.IN,SP.DYN.LE00.IN,SP.DYN.TO65.FE.ZS,SP.DYN.TO65.MA.ZS,SP.POP.1564.TO.ZS,SP.POP.65UP.TO.ZS,SP.POP.TOTL,SP.URB.TOTL.IN.ZS,ST.INT.ARVL
Namibia,100,2.946180568,553322,107.1350399,10651.22879,49.7,40.4,21.6,33.83676724,83,80,495,1046.708828,7.33436006,60.54899979,93888,270.425,360.521,7.455,63.782,64.56556,52.57821,59.49617429,3.479813536,2425561,46.9,1388000
Nepal,100,199.9043042,510342,53.09526681,2471.608108,24.4,62.4,22.2,46.1265906,92,74,156,153.2670833,59.43524324,83.10800171,518278,133.892,175.316,6.329,69.887,77.44215,70.73938,61.96891488,5.476157026,28656282,18.557,539000
Netherlands Aruba,99.81168269,502.8175423,35687843,157.816576,50302.06775,5.8,89.3,11.3,97.72696627,86,87,5.8,5160.339644,11.61642904,64.06999969,1979486,49.464,66.691,8.7,81.5097561,92.32505,88.82435,65.32420021,17.9201888,16939923,90.173,15007000
Netherlands Curacao,99.81168269,502.8175423,35687843,157.816576,50302.06775,5.8,89.3,11.3,97.72696627,86,87,5.8,5160.339644,11.61642904,64.06999969,1979486,49.464,66.691,8.7,81.5097561,92.32505,88.82435,65.32420021,17.9201888,16939923,90.173,15007000
Netherlands Sint Maarten,99.81168269,502.8175423,35687843,157.816576,50302.06775,5.8,89.3,11.3,97.72696627,86,87,5.8,5160.339644,11.61642904,64.06999969,1979486,49.464,66.691,8.7,81.5097561,92.32505,88.82435,65.32420021,17.9201888,16939923,90.173,15007000
Netherlands,99.81168269,502.8175423,35687843,157.816576,50302.06775,5.8,89.3,11.3,97.72696627,86,87,5.8,5160.339644,11.61642904,64.06999969,1979486,49.464,66.691,8.7,81.5097561,92.32505,88.82435,65.32420021,17.9201888,16939923,90.173,15007000
New Zealand,0.349574374,17.45357184,14385078,54.39019411,37562.48359,4.4,89.6,10.4,100,80,87,7.3,3509.57187,13.36466008,68.33200073,1039736,43.185,67.533,6.87,81.45682927,91.85155,88.23537,65.38199323,14.64716249,4595700,86.341,3039000
Nicaragua,99.92951799,50.54042712,276689,99.4728626,5293.911701,11.4,75.8,14.4,76.34918523,87,80,51,418.1570618,35.60493542,66.19000244,40262,104.717,192.244,4.773,75.149,82.99823,73.06419,64.88038954,5.085320949,6082035,57.895,1386000
Niger,100,15.7077169,15243,59.12386051,969.9149781,63.3,26.1,20.2,12.93732773,80,55,95,68.30457835,52.2709333,78.91400146,189255,234.912,263.26,9.942,59.667,61.20565,56.42825,47.25548846,2.542337487,19896965,16.247,135000
Nigeria,100,198.9324901,4613169,21.44692967,6070.992128,63.5,28.2,22.5,32.600957,84,22,219,215.7272389,72.07918382,55.12900162,1199115,337.66,374.769,12.766,52.985,48.76891,44.5862,53.14884098,2.736190132,181181744,47.838,1255000
North Macedonia,100,82.44678826,1466527,113.6984439,13831.32542,1.9,95.3,20.7,90.91120301,86,80,17,875.8286575,34.3689693,55.51499939,130730,67.936,126.458,9.745,75.549,88.18848,79.02467,70.63460536,12.52536902,2079308,57.408,486000
Norway,2.024656744,14.21057257,4134980,69.80965429,60519.97152,7.4,87.2,9.3,98.058581,88,87,6.3,6268.112398,14.14276967,64.88899994,741813,43.185,67.533,7.8,82.30487805,93.08459,88.60471,65.73465009,16.3030334,5188607,81.091,5361000
Oman,100,13.56966074,6365784,110.0743224,42585.06338,10.8,71.9,18.1,99.31807583,88,87,9,1815.504829,5.73641702,70.01000214,1844978,68.919,109.456,2.574,76.801,87.38418,82.07851,75.51334465,2.314366602,4199810,81.35,1909000
Pakistan,100,245.6679548,8467827,27.65467302,5014.931455,35.3,56,24.8,58.25140423,93,63,270,134.3635841,66.17925891,53.1629982,3628956,141.739,178.543,7.344,66.322,72.14205,67.42963,60.49575016,4.484901781,189380513,36.026,741000
Panama,87.28942893,53.39317998,12193261,99.9366829,22232.81339,14.9,75.3,13.2,76.86704038,82,80,52,1558.531347,30.22033496,64.88999939,184710,79.453,149.949,4.995,77.806,86.99579,77.93639,64.58410646,7.555106772,3969249,66.696,2110000
Papua New Guinea,100,17.48846222,1679156,107.1350399,4084.749534,36.8,54.9,29.9,18.6041702,74,77,432,112.5763765,6.13054768,47.10900116,25782,192.942,257.873,7.133,65.384,68.47606,58.55772,59.73874423,3.645067915,7919825,13.012,185000
Paraguay,100,16.71059401,452004,65.63832269,11896.03389,13.9,74.3,17.7,91.22222482,70,87,41,719.394587,36.48574609,69.5739975,156462,125.322,165.38,5.685,73.023,79.89289,73.60744,63.84573013,6.020422288,6639119,60.75,1215000
Peru,99.97338889,24.51302422,13877662,45.13394466,12570.20625,20.7,68.8,12.8,76.8155252,87,80,119,652.5113978,28.94799768,76.06800079,90881,94.743,153.397,5.643,74.747,84.05864,75.6081,65.27923246,6.82514407,31376671,77.357,3456000
Philippines,99.43309287,341.1354563,37023422,62.69000877,7341.942891,25.4,67.2,26.9,74.9769045,91,49,550,316.3457164,54.78785975,62.50600052,211862,137.416,262.057,6.496,68.951,77.63706,61.36717,63.19890687,4.571912567,101716359,46.284,5361000
Poland,99.99621497,124.0615696,4448883,96.00946042,26826.22876,4.8,90.5,19.3,98.13271295,53,87,19,1686.15661,23.24629836,56.68199921,619403,63.434,163.904,10.4,77.45121951,89.21991,75.02442,69.50454703,15.61163653,37986412,60.278,16728000
Portugal,27.45849405,113.0725249,12706909,80.22295662,29684.69167,10,85.9,11.2,99.44214277,72,87,23,2645.322703,27.72781625,58.63299942,837257,42.442,103.994,10.5,81.12439024,93.10573,84.51629,65.18449489,20.73863415,10358076,63.514,11723000
Qatar,100,213.7415159,25263224,93.70767394,128021.977,5.3,67.4,15.4,100,70,87,25,3952.476129,7.24407565,87.55999756,1687640,46.913,65.626,1.509,78.036,88.87132,86.63493,85.0838935,1.089767277,2481539,98.945,2941100
Romania,99.37909475,86.12430894,3634598,82.6575055,21631.80621,4.1,92.4,21.5,81.81271859,85,87,82,1063.185684,21.27555731,54.31800079,226943,80.292,186.402,13.2,75.01219512,86.99599,71.80829,67.58356966,16.99972043,19815481,53.887,9331000
Russia,91.8274019,8.798804045,76846126,49.34654123,24063.05616,5.1,87,25.9,88.78669802,71,100,67,1328.253037,38.64633529,62.69599915,11643276,82.36,245.384,13,71.18341463,82.25189,56.82688,69.67873708,13.48862411,144096870,74.05,33729000
Rwanda,100,471.4046615,544541,52.54826906,1852.664626,43.7,42.8,18.3,62.34782504,87,80,59,119.3613243,7.62385886,84.13800049,441525,176.457,230.691,6.132,66.696,71.8964,64.28342,56.39062826,2.808766597,11629553,17.004,987000
Saint Kitts and Nevis,100,208.8,1466527,112.0998011,27377.0996,6.8,88,22.8,93.14913303,91,80,4.5,1323.099947,53.37647924,59.32899857,7443,93.74,192.135,7.7,74.35317073,84.71492,71.61814,70.64565971,9.95405953,54288,30.827,122000
Saint Lucia,100,290.5016393,1466527,81.93711192,12768.55827,9.8,81.9,19,90.90809761,91,87,9.1,675.1191095,52.25357081,67.14700317,12771,107.804,164.983,7.472,75.3,83.26079,74.46046,70.86103179,9.394715755,177206,18.515,345000
Saint Vincent and the Grenadines,100,280.6538462,935604,92.08706988,11152.72034,14,79.4,22.3,87.1843449,67,87,7.4,390.0753485,20.87663761,68.44400024,4577,128.255,181.392,7.115,73.06,80.35666,73.76823,68.14215888,7.328125714,109455,50.964,75000
San Marino,11.98495478,549.3333333,4134980,96.72450276,60262.53517,4.5,89.9,9.3,100,100,87,0,3564.179975,18.92069102,77.01899719,4717,43.185,67.533,7.1,82.46829268,93.44655,90.27377,65.97293508,13.71414383,32960,96.739,54000
Saudi Arabia,100,14.67985803,33431736,72.074996,54172.10397,10.8,72.6,16.5,100,72,87,12,3252.426234,14.38336618,55.63199997,10185945,78.452,97.496,3.54,74.4,84.90394,80.61986,70.94817262,3.053302289,31557144,83.18,17994000
Senegal,100,77.79044305,115355,58.11033767,3120.591971,46.2,41.6,18.4,48.35813633,86,68,130,136.6757348,53.52383996,46.22600174,263242,155.623,224.432,6.071,66.784,73.88664,64.68221,53.94493047,2.994746476,14976994,45.862,1006600
Serbia,100,81.12717814,2427047,103.1000395,13992.72658,2.6,94.3,20.1,94.64288939,89,87,21,1303.449059,40.58773461,52.00899887,807441,77.765,150.34,14.6,75.28780488,86.96539,75.67789,67.02718703,16.30528014,7095383,55.696,1132000
Seychelles,100,203.0847826,497496,172.0462929,26546.40359,12.1,80.5,21.3,100,88,87,9.8,867.6939169,2.48362945,58.12799835,12791,90.34,234.91,7.5,74.29512195,86.01028,65.62746,70.05077767,8.204433445,93419,55.4,276000
Singapore,100,7806.772752,33585397,329.0478997,87298.16826,21.5,75,10,100,79,87,45,3696.753054,31.98898334,68.90000153,2543638,39.135,64.706,4.8,82.74390244,93.52881,89.33618,72.81095276,11.68614963,5535002,100,12051000
Slovakia,100,112.8031442,11098,183.118714,29691.52303,4.7,89.4,17.7,98.9281762,86,87,6.5,2028.355297,18.44357352,59.60100174,177190,52.944,112.133,9.9,76.56341463,89.23572,75.54738,70.6591341,14.05729542,5423801,53.889,1721000
Slovenia,99.79371471,102.4461087,1045409,145.396637,31623.7121,4.7,88.4,13.1,99.10727079,81,87,7.2,2676.208687,12.49877718,57.36700058,235966,52.944,112.133,9.6,80.77560976,92.51197,84.31895,67.2556907,18.03471005,2063531,53.781,2707000
Somalia,100,22.17000191,4613169,76.22766202,6070.992128,66.7,23.8,21.9,16.19141579,84,37,274,215.7272389,72.07918382,46.16400146,25291,279.893,336.713,11.629,55.876,55.20686,48.70336,50.64628032,2.687133546,13908129,43.245,1255000
South Africa,100,45.57883174,18882898,61.60014841,13219.14141,39.8,50.8,26.6,73.12882437,81,68,759,1079.639021,7.69854693,54.64899826,3142511,289.031,413.754,10.102,61.981,61.85838,45.72087,65.57348295,5.081240287,55291225,64.828,8904000
Spain,55.15272487,92.95268301,60564041,63.53729542,35028.30135,5.2,91.4,10.1,99.90436021,79,87,10,3175.133883,23.78245662,58.3409996,5852953,38.807,76.998,9.1,82.83170732,94.09783,87.58709,66.21456201,18.87752582,46444832,79.602,68175000
Sri Lanka,100,334.3326423,4911730,49.55879659,11832.95181,7.6,82.5,17.6,94.20667369,85,69,65,463.7359234,48.93215272,53.52899933,38706,74.052,198.027,6.814,75.088,87.63841,72.76062,66.12595611,9.298968236,20966000,18.256,1798000
Sudan,100,22.12739646,496177,19.10080411,4582.048108,36.6,51,26,34.58610454,79,55,88,288.4135835,63.22554348,47.21900177,503477,194.43,251.674,7.522,64.257,68.00191,61.19966,55.05669494,3.455671206,38647803,33.894,741000
Suriname,100,3.546205128,259682,53.9379181,15638.84699,13.7,75.3,21.8,79.21919843,76,80,33,1054.426917,20.23735586,52.02600098,46836,119.201,221.057,7.254,71.279,80.24375,67.19126,66.37864962,6.679766019,553208,66.056,228000
Sweden,3.555146241,24.05829958,131512994,86.20625803,48436.97512,5.8,89.1,9.3,99.30353361,87,87,9.2,5299.966773,15.48625861,63.98199844,1639771,39.95,66.933,9.3,82.20487805,93.22958,89.43213,63.10517726,19.59774939,9799186,86.553,6482000
Switzerland,72.31110734,209.5960066,27011762,112.730195,63938.97998,4.5,89.5,8.7,99.89104203,73,87,7.3,7611.309849,29.07631762,68.21099854,2438702,36.484,62.284,8.2,82.89756098,93.73252,89.74086,67.21864513,17.9965814,8282396,73.718,9305000
Syria,100,102.025742,17902,34.84594296,10783.06539,5,42.5,21.8,92.94715294,91,80,19,496.9782118,61.95896546,41.61199951,875189,81.532,274.681,5.589,69.904,86.02041,64.31185,57.8680946,4.040242996,18734987,52.168,9139000
Taiwan*,100,16.740504,5400896,59.69512912,14657.78289,15.3,75,14.4,87.48768636,90,80,74,1020.546414,28.20843254,41.4620018,242391,84.44,107.191,4.773,75.86,85.06557,81.0472,65.47719967,5.869785076,39871528,70.848,1710000
Tanzania,100,60.8263231,1312807,40.75768023,2666.839967,57.2,31.8,17.9,23.53406597,90,37,306,97.59082965,25.82907323,83.39700317,261222,211.158,268.176,7.015,64.95,68.26041,61.06866,51.69699003,3.110316142,53879957,31.617,1104000
Thailand,100,134.3882245,56447637,125.8919269,16289.13286,16.1,73.6,14.6,95.01129717,79,55,163,598.1894628,12.50940436,69.06800079,3913258,93.756,204.022,7.75,75.103,85.53583,72.27456,71.44337262,10.56473573,68657600,47.694,29923000
Timor-Leste,100,83.45507734,115355,129.3905425,7901.602648,47,43.9,19.9,44.01105596,87,54,498,138.0459775,8.2978889,39.31399918,10834,124.929,174.544,5.635,68.569,76.54978,69.38016,52.54714632,3.456550766,1240977,29.49,62000
Togo,100,136.3633388,420875,107.4158555,1547.209325,53.1,36.4,23.5,13.94848231,86,68,52,91.80855556,54.534586,77.96099854,276844,255.415,288.003,8.827,59.949,59.83889,55.33099,55.18041334,2.789261463,7416802,40.1,273000
Trinidad and Tobago,100,265.1251462,2617843,96.00946042,33667.75032,9.1,80.5,21.5,92.14651868,63,87,17,2145.338746,41.30602091,61.95600128,49883,122.114,215.315,9.491,70.556,79.33561,66.51225,69.80829238,9.411789791,1360092,53.319,440000
Tunisia,100,72.56475927,3496190,91.05897363,11497.79223,7.9,85.5,16.4,93.1278284,91,80,38,802.0708307,39.56750809,46.95700073,56701,70.65,112.036,6.357,75.525,87.16133,80.28619,68.69824274,7.609622109,11273661,68.056,5359000
Turkey,100,101.7001312,96604665,49.29987617,25710.01612,4.6,88.8,16.4,96.37269351,87,87,18,1028.214219,16.94832914,51.00699997,2964916,71.53,140.118,5.814,75.498,87.98314,78.35422,66.61479421,7.801754386,78271472,73.611,39478000
US Alabama,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Alaska,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Arizona,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Arkansas,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US California,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Colorado,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Connecticut,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Delaware,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US District of Columbia,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Florida,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Georgia,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Guam,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Hawaii,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Idaho,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Illinois,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Indiana,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Iowa,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Kansas,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Kentucky,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Louisiana,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Maine,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Maryland,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Massachusetts,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Michigan,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Minnesota,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Mississippi,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Missouri,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Montana,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Nebraska,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Nevada,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US New Hampshire,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US New Jersey,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US New Mexico,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US New York,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US North Carolina,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US North Dakota,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Ohio,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Oklahoma,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Oregon,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Pennsylvania,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Puerto Rico,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Rhode Island,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US South Carolina,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US South Dakota,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Tennessee,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Texas,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Utah,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Vermont,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
US Virgin Islands,8.465306507,35.06373087,798222000,27.72614113,56803.47061,5.4,88.2,14.3,99.96955086,83,87,3.3,9524.35059,11.13559489,62.01699829,46627102,80.289,134.102,8.44,78.6902439,88.42826,81.37208,66.14679627,14.64034341,320742673,81.671,77774000
